Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?f  term16  ?a  ?b  term6  ?f   => ?a  term4  ?b	0.508905852	0.111234705	0.124921924	200	1798	1601	?a	0.0	0.0	0.0
?a  term16  ?f  ?b  term6  ?f   => ?a  term4  ?b	0.559796438	0.184254606	0.21093001	220	1194	1043	?a	0.0	0.0	0.0
?b  term6  ?f  ?a  term7  ?f   => ?a  term4  ?b	0.48346056	0.095717884	0.110658125	190	1985	1717	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term17  ?a   => ?a  term4  ?b	0.340966921	0.176315789	0.202111614	134	760	663	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term20  ?a   => ?a  term4  ?b	0.267175573	0.210843373	0.231277533	105	498	454	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term3  ?a   => ?a  term4  ?b	0.264631043	0.134366925	0.151824818	104	774	685	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term13  ?a   => ?a  term4  ?b	0.152671756	0.134529148	0.15625	60	446	384	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term12  ?a   => ?a  term4  ?b	0.134860051	0.18466899	0.212	53	287	250	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term21  ?a   => ?a  term4  ?b	0.099236641	0.125806452	0.153543307	39	310	254	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term14  ?a   => ?a  term4  ?b	0.063613232	0.268817204	0.274725275	25	93	91	?a	0.0	0.0	0.0
?b  term1  ?f  ?f  term24  ?a   => ?a  term4  ?b	0.010178117	0.571428571	0.571428571	4	7	7	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term17  ?f   => ?a  term4  ?b	0.272264631	0.179530201	0.193490054	107	596	553	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term12  ?f   => ?a  term4  ?b	0.208651399	0.204488778	0.233618234	82	401	351	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term13  ?f   => ?a  term4  ?b	0.195928753	0.132758621	0.157786885	77	580	488	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term21  ?f   => ?a  term4  ?b	0.122137405	0.186770428	0.213333333	48	257	225	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term3  ?f   => ?a  term4  ?b	0.170483461	0.091032609	0.107717042	67	736	622	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term25  ?f   => ?a  term4  ?b	0.030534351	0.705882353	0.705882353	12	17	17	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term13  ?f   => ?a  term4  ?b	0.282442748	0.158345221	0.186554622	111	701	595	?a	0.0	0.0	0.0
?b  term13  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.234096692	0.133915575	0.144200627	92	687	638	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term13  ?f   => ?a  term4  ?b	0.170483461	0.188732394	0.216828479	67	355	309	?a	0.0	0.0	0.0
?b  term1  ?f  ?a  term20  ?f   => ?a  term4  ?b	0.226463104	0.17979798	0.196467991	89	495	453	?a	0.0	0.0	0.0
?b  term13  ?f  ?f  term2  ?a   => ?a  term4  ?b	0.086513995	0.114478114	0.118466899	34	297	287	?a	0.0	0.0	0.0
?f  term10  ?a  ?b  term13  ?f   => ?a  term4  ?b	0.142493639	0.084720121	0.104868914	56	661	534	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term13  ?f   => ?a  term4  ?b	0.17302799	0.187327824	0.213166144	68	363	319	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term13  ?f   => ?a  term4  ?b	0.190839695	0.129310345	0.144508671	75	580	519	?a	0.0	0.0	0.0
?b  term13  ?f  ?a  term2  ?f   => ?a  term4  ?b	0.162849873	0.18028169	0.21192053	64	355	302	?a	0.0	0.0	0.0
?b  term12  ?f  ?f  term2  ?a   => ?a  term4  ?b	0.175572519	0.273809524	0.302631579	69	252	228	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term12  ?f   => ?a  term4  ?b	0.234096692	0.275449102	0.302631579	92	334	304	?a	0.0	0.0	0.0
?f  term11  ?a  ?b  term12  ?f   => ?a  term4  ?b	0.162849873	0.090014065	0.103896104	64	711	616	?a	0.0	0.0	0.0
?b  term12  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.162849873	0.138528139	0.147126437	64	462	435	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term12  ?f   => ?a  term4  ?b	0.114503817	0.121293801	0.139318885	45	371	323	?a	0.0	0.0	0.0
?f  term10  ?a  ?b  term12  ?f   => ?a  term4  ?b	0.1043257	0.089324619	0.105128205	41	459	390	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term12  ?f   => ?a  term4  ?b	0.254452926	0.292397661	0.315457413	100	342	317	?a	0.0	0.0	0.0
?b  term12  ?f  ?a  term9  ?f   => ?a  term4  ?b	0.226463104	0.100338219	0.114102564	89	887	780	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term12  ?f   => ?a  term4  ?b	0.213740458	0.209476309	0.232686981	84	401	361	?a	0.0	0.0	0.0
?a  term11  ?f  ?b  term12  ?f   => ?a  term4  ?b	0.160305344	0.096183206	0.114963504	63	655	548	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term3  ?f   => ?a  term4  ?b	0.178117048	0.158730159	0.172839506	70	441	405	?a	0.0	0.0	0.0
?b  term3  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.178117048	0.154525386	0.175	70	453	400	?a	0.0	0.0	0.0
?f  term11  ?a  ?b  term3  ?f   => ?a  term4  ?b	0.404580153	0.155577299	0.183179724	159	1022	868	?a	0.0	0.0	0.0
?a  term11  ?f  ?b  term13  ?f   => ?a  term4  ?b	0.27480916	0.095744681	0.112852665	108	1128	957	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term3  ?f   => ?a  term4  ?b	0.160305344	0.11013986	0.121387283	63	572	519	?a	0.0	0.0	0.0
?a  term10  ?f  ?b  term3  ?f   => ?a  term4  ?b	0.424936387	0.194412107	0.221779548	167	859	753	?a	0.0	0.0	0.0
?a  term11  ?f  ?b  term3  ?f   => ?a  term4  ?b	0.211195929	0.111859838	0.134087237	83	742	619	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term3  ?f   => ?a  term4  ?b	0.155216285	0.144893112	0.158854167	61	421	384	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term3  ?f   => ?a  term4  ?b	0.193384224	0.10326087	0.113772455	76	736	668	?a	0.0	0.0	0.0
?a  term2  ?f  ?b  term3  ?f   => ?a  term4  ?b	0.066157761	0.122065728	0.142076503	26	213	183	?a	0.0	0.0	0.0
?f  term17  ?a  ?b  term2  ?f   => ?a  term4  ?b	0.114503817	0.135951662	0.160714286	45	331	280	?a	0.0	0.0	0.0
?b  term2  ?f  ?f  term3  ?a   => ?a  term4  ?b	0.109414758	0.157509158	0.191111111	43	273	225	?a	0.0	0.0	0.0
?f  term13  ?a  ?b  term2  ?f   => ?a  term4  ?b	0.134860051	0.136597938	0.158682635	53	388	334	?a	0.0	0.0	0.0
?f  term14  ?a  ?b  term2  ?f   => ?a  term4  ?b	0.053435115	0.2625	0.291666667	21	80	72	?a	0.0	0.0	0.0
?f  term12  ?a  ?b  term2  ?f   => ?a  term4  ?b	0.076335878	0.163043478	0.182926829	30	184	164	?a	0.0	0.0	0.0
?b  term2  ?f  ?f  term21  ?a   => ?a  term4  ?b	0.043256997	0.115646259	0.126865672	17	147	134	?a	0.0	0.0	0.0
?b  term2  ?f  ?f  term4  ?a   => ?a  term4  ?b	0.071246819	0.088607595	0.1	28	316	280	?a	0.0	0.0	0.0
?b  term2  ?f  ?f  term20  ?a   => ?a  term4  ?b	0.040712468	0.08988764	0.110344828	16	178	145	?a	0.0	0.0	0.0
?a  term13  ?f  ?b  term2  ?f   => ?a  term4  ?b	0.180661578	0.2	0.231270358	71	355	307	?a	0.0	0.0	0.0
?b  term2  ?f  ?a  term21  ?f   => ?a  term4  ?b	0.073791349	0.182389937	0.189542484	29	159	153	?a	0.0	0.0	0.0
?a  term17  ?f  ?b  term2  ?f   => ?a  term4  ?b	0.124681934	0.152173913	0.176258993	49	322	278	?a	0.0	0.0	0.0
?b  term2  ?f  ?a  term3  ?f   => ?a  term4  ?b	0.058524173	0.107981221	0.141104294	23	213	163	?a	0.0	0.0	0.0
?a  term12  ?f  ?b  term2  ?f   => ?a  term4  ?b	0.043256997	0.092896175	0.104938272	17	183	162	?a	0.0	0.0	0.0
?b  term2  ?f  ?a  term20  ?f   => ?a  term4  ?b	0.038167939	0.111111111	0.115384615	15	135	130	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term20  ?f   => ?a  term4  ?b	0.213740458	0.368421053	0.385321101	84	228	218	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term20  ?f   => ?a  term4  ?b	0.155216285	0.146987952	0.163101604	61	415	374	?a	0.0	0.0	0.0
?f  term11  ?a  ?b  term20  ?f   => ?a  term4  ?b	0.20610687	0.121257485	0.143362832	81	668	565	?a	0.0	0.0	0.0
?b  term20  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.134860051	0.138381201	0.150997151	53	383	351	?a	0.0	0.0	0.0
?f  term10  ?a  ?b  term20  ?f   => ?a  term4  ?b	0.117048346	0.114713217	0.136498516	46	401	337	?a	0.0	0.0	0.0
?f  term2  ?a  ?b  term20  ?f   => ?a  term4  ?b	0.096692112	0.122977346	0.133333333	38	309	285	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term20  ?f   => ?a  term4  ?b	0.216284987	0.345528455	0.360169492	85	246	236	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term20  ?f   => ?a  term4  ?b	0.211195929	0.167676768	0.184855234	83	495	449	?a	0.0	0.0	0.0
?b  term20  ?f  ?a  term9  ?f   => ?a  term4  ?b	0.24173028	0.120405577	0.138686131	95	789	685	?a	0.0	0.0	0.0
?a  term2  ?f  ?b  term20  ?f   => ?a  term4  ?b	0.030534351	0.088888889	0.104347826	12	135	115	?a	0.0	0.0	0.0
?f  term16  ?a  ?b  term22  ?f   => ?a  term4  ?b	0.195928753	0.102257636	0.113569322	77	753	678	?a	0.0	0.0	0.0
?b  term22  ?f  ?f  term8  ?a   => ?a  term4  ?b	0.160305344	0.117100372	0.126506024	63	538	498	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term21  ?f   => ?a  term4  ?b	0.188295165	0.223564955	0.247491639	74	331	299	?a	0.0	0.0	0.0
?b  term21  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.086513995	0.133858268	0.145299145	34	254	234	?a	0.0	0.0	0.0
?a  term16  ?f  ?b  term22  ?f   => ?a  term4  ?b	0.226463104	0.122758621	0.144012945	89	725	618	?a	0.0	0.0	0.0
?f  term2  ?a  ?b  term21  ?f   => ?a  term4  ?b	0.038167939	0.170454545	0.176470588	15	88	85	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term21  ?f   => ?a  term4  ?b	0.038167939	0.172413793	0.192307692	15	87	78	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term21  ?f   => ?a  term4  ?b	0.129770992	0.19844358	0.222707424	51	257	229	?a	0.0	0.0	0.0
?a  term11  ?f  ?b  term21  ?f   => ?a  term4  ?b	0.094147583	0.093198992	0.113149847	37	397	327	?a	0.0	0.0	0.0
?a  term2  ?f  ?b  term21  ?f   => ?a  term4  ?b	0.073791349	0.182389937	0.213235294	29	159	136	?a	0.0	0.0	0.0
?b  term21  ?f  ?a  term5  ?f   => ?a  term4  ?b	0.022900763	0.818181818	0.9	9	11	10	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term21  ?f   => ?a  term4  ?b	0.025445293	0.111111111	0.125	10	90	80	?a	0.0	0.0	0.0
?f  term1  ?a  ?b  term25  ?f   => ?a  term4  ?b	0.03307888	0.722222222	0.764705882	13	18	17	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term25  ?f   => ?a  term4  ?b	0.020356234	0.5	0.571428571	8	16	14	?a	0.0	0.0	0.0
?f  term10  ?a  ?b  term25  ?f   => ?a  term4  ?b	0.012722646	0.208333333	0.238095238	5	24	21	?a	0.0	0.0	0.0
?f  term11  ?a  ?b  term25  ?f   => ?a  term4  ?b	0.012722646	0.3125	0.357142857	5	16	14	?a	0.0	0.0	0.0
?b  term25  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.012722646	0.227272727	0.277777778	5	22	18	?a	0.0	0.0	0.0
?a  term1  ?f  ?b  term25  ?f   => ?a  term4  ?b	0.03562341	0.823529412	0.875	14	17	16	?a	0.0	0.0	0.0
?b  term25  ?f  ?a  term9  ?f   => ?a  term4  ?b	0.025445293	0.322580645	0.357142857	10	31	28	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term25  ?f   => ?a  term4  ?b	0.015267176	0.4	0.461538462	6	15	13	?a	0.0	0.0	0.0
?f  term0  ?a  ?b  term14  ?f   => ?a  term4  ?b	0.020356234	0.228571429	0.25	8	35	32	?a	0.0	0.0	0.0
?b  term14  ?f  ?f  term9  ?a   => ?a  term4  ?b	0.017811705	0.090909091	0.1	7	77	70	?a	0.0	0.0	0.0
?b  term14  ?f  ?a  term9  ?f   => ?a  term4  ?b	0.03562341	0.096551724	0.105263158	14	145	133	?a	0.0	0.0	0.0
?a  term0  ?f  ?b  term14  ?f   => ?a  term4  ?b	0.025445293	0.294117647	0.3125	10	34	32	?a	0.0	0.0	0.0
?f  term18  ?a  ?b  term19  ?f   => ?a  term4  ?b	0.050890585	0.454545455	0.487804878	20	44	41	?a	0.0	0.0	0.0
?b  term19  ?f  ?a  term5  ?f   => ?a  term4  ?b	0.050890585	0.444444444	0.487804878	20	45	41	?a	0.0	0.0	0.0
?a  term18  ?f  ?b  term19  ?f   => ?a  term4  ?b	0.045801527	0.391304348	0.43902439	18	46	41	?a	0.0	0.0	0.0
?f  term16  ?a  ?b  term24  ?f   => ?a  term4  ?b	0.022900763	0.264705882	0.3	9	34	30	?a	0.0	0.0	0.0
?f  term15  ?a  ?b  term19  ?f   => ?a  term4  ?b	0.048346056	0.387755102	0.422222222	19	49	45	?a	0.0	0.0	0.0
?a  term4  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.37913486	0.299798793	0.299798793	149	497	497	?a	0.0	0.0	0.0
?f  term11  ?b  ?a  term4  ?f   => ?a  term4  ?b	0.679389313	0.259223301	0.259223301	267	1030	1030	?a	0.0	0.0	0.0
?f  term10  ?b  ?a  term4  ?f   => ?a  term4  ?b	0.338422392	0.247211896	0.247211896	133	538	538	?a	0.0	0.0	0.0
?b  term24  ?f  ?a  term8  ?f   => ?a  term4  ?b	0.017811705	0.5	0.5	7	14	14	?a	0.0	0.0	0.0
?f  term5  ?b  ?a  term7  ?f   => ?a  term4  ?b	0.437659033	0.173387097	0.197021764	172	992	873	?a	0.0	0.0	0.0
?f  term15  ?b  ?a  term7  ?f   => ?a  term4  ?b	0.44783715	0.090071648	0.103590347	176	1954	1699	?a	0.0	0.0	0.0
?f  term6  ?b  ?a  term7  ?f   => ?a  term4  ?b	0.295165394	0.131818182	0.150064683	116	880	773	?a	0.0	0.0	0.0
?f  term18  ?b  ?a  term7  ?f   => ?a  term4  ?b	0.267175573	0.114006515	0.13125	105	921	800	?a	0.0	0.0	0.0
?f  term16  ?b  ?a  term18  ?f   => ?a  term4  ?b	0.470737913	0.103121516	0.114693118	185	1794	1613	?a	0.0	0.0	0.0
?a  term18  ?f  ?f  term8  ?b   => ?a  term4  ?b	0.368956743	0.116372392	0.130748422	145	1246	1109	?a	0.0	0.0	0.0
?a  term18  ?f  ?f  term7  ?b   => ?a  term4  ?b	0.279898219	0.095320624	0.106177606	110	1154	1036	?a	0.0	0.0	0.0
?a  term18  ?f  ?f  term19  ?b   => ?a  term4  ?b	0.010178117	0.142857143	0.166666667	4	28	24	?a	0.0	0.0	0.0
?a  term16  ?f  ?f  term5  ?b   => ?a  term4  ?b	0.389312977	0.134564644	0.1548583	153	1137	988	?a	0.0	0.0	0.0
?a  term16  ?f  ?f  term18  ?b   => ?a  term4  ?b	0.536895674	0.131957473	0.15234657	211	1599	1385	?a	0.0	0.0	0.0
?f  term15  ?b  ?a  term16  ?f   => ?a  term4  ?b	0.659033079	0.154626866	0.176310415	259	1675	1469	?a	0.0	0.0	0.0
?a  term16  ?f  ?f  term6  ?b   => ?a  term4  ?b	0.290076336	0.099563319	0.115853659	114	1145	984	?a	0.0	0.0	0.0
?a  term16  ?f  ?f  term22  ?b   => ?a  term4  ?b	0.234096692	0.13372093	0.157264957	92	688	585	?a	0.0	0.0	0.0
?f  term5  ?b  ?a  term8  ?f   => ?a  term4  ?b	0.432569975	0.158434296	0.179704017	170	1073	946	?a	0.0	0.0	0.0
?f  term18  ?b  ?a  term8  ?f   => ?a  term4  ?b	0.422391858	0.096064815	0.110666667	166	1728	1500	?a	0.0	0.0	0.0
?f  term6  ?b  ?a  term8  ?f   => ?a  term4  ?b	0.223918575	0.094522019	0.10615199	88	931	829	?a	0.0	0.0	0.0
?a  term10  ?f  ?f  term4  ?b   => ?a  term4  ?b	0.419847328	0.256609642	0.280135823	165	643	589	?a	0.0	0.0	0.0
?a  term10  ?f  ?f  term3  ?b   => ?a  term4  ?b	0.460559796	0.192963753	0.216507177	181	938	836	?a	0.0	0.0	0.0
?a  term10  ?f  ?f  term17  ?b   => ?a  term4  ?b	0.183206107	0.121621622	0.134328358	72	592	536	?a	0.0	0.0	0.0
?a  term11  ?f  ?f  term3  ?b   => ?a  term4  ?b	0.295165394	0.115768463	0.139927624	116	1002	829	?a	0.0	0.0	0.0
?a  term11  ?f  ?f  term4  ?b   => ?a  term4  ?b	0.659033079	0.2723449	0.328263625	259	951	789	?a	0.0	0.0	0.0
?a  term11  ?f  ?f  term14  ?b   => ?a  term4  ?b	0.050890585	0.169491525	0.215053763	20	118	93	?a	0.0	0.0	0.0
?a  term11  ?f  ?f  term25  ?b   => ?a  term4  ?b	0.017811705	0.291666667	0.368421053	7	24	19	?a	0.0	0.0	0.0
?a  term15  ?f  ?f  term16  ?b   => ?a  term4  ?b	0.720101781	0.156526549	0.184485007	283	1808	1534	?a	0.0	0.0	0.0
?a  term15  ?f  ?f  term8  ?b   => ?a  term4  ?b	0.37913486	0.107892831	0.125210084	149	1381	1190	?a	0.0	0.0	0.0
?a  term15  ?f  ?f  term19  ?b   => ?a  term4  ?b	0.010178117	0.142857143	0.142857143	4	28	28	?a	0.0	0.0	0.0
?a  term15  ?f  ?f  term7  ?b   => ?a  term4  ?b	0.323155216	0.090134847	0.10513245	127	1409	1208	?a	0.0	0.0	0.0
?f  term19  ?b  ?a  term5  ?f   => ?a  term4  ?b	0.061068702	0.175182482	0.1875	24	137	128	?a	0.0	0.0	0.0
?a  term5  ?f  ?f  term8  ?b   => ?a  term4  ?b	0.374045802	0.176470588	0.196261682	147	833	749	?a	0.0	0.0	0.0
?f  term16  ?b  ?a  term5  ?f   => ?a  term4  ?b	0.435114504	0.109897172	0.120848057	171	1556	1415	?a	0.0	0.0	0.0
?f  term21  ?b  ?a  term5  ?f   => ?a  term4  ?b	0.010178117	0.235294118	0.25	4	17	16	?a	0.0	0.0	0.0
?a  term5  ?f  ?f  term7  ?b   => ?a  term4  ?b	0.239185751	0.093906094	0.102957284	94	1001	913	?a	0.0	0.0	0.0
?a  term6  ?f  ?f  term8  ?b   => ?a  term4  ?b	0.340966921	0.139148494	0.14872364	134	963	901	?a	0.0	0.0	0.0
?f  term16  ?b  ?a  term6  ?f   => ?a  term4  ?b	0.513994911	0.112347052	0.123020706	202	1798	1642	?a	0.0	0.0	0.0
?f  term4  ?b  ?a  term9  ?f   => ?a  term4  ?b	0.610687023	0.253699789	0.288808664	240	946	831	?a	0.0	0.0	0.0
?f  term3  ?b  ?a  term9  ?f   => ?a  term4  ?b	0.157760814	0.156565657	0.181818182	62	396	341	?a	0.0	0.0	0.0
?f  term20  ?b  ?a  term9  ?f   => ?a  term4  ?b	0.246819338	0.125810636	0.144992526	97	771	669	?a	0.0	0.0	0.0
?f  term25  ?b  ?a  term9  ?f   => ?a  term4  ?b	0.020356234	0.173913043	0.228571429	8	46	35	?a	0.0	0.0	0.0
?f  term14  ?b  ?a  term9  ?f   => ?a  term4  ?b	0.03562341	0.111111111	0.13592233	14	126	103	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term20  ?b   => ?a  term4  ?b	0.211195929	0.328063241	0.348739496	83	253	238	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term13  ?b   => ?a  term4  ?b	0.239185751	0.212669683	0.235588972	94	442	399	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term17  ?b   => ?a  term4  ?b	0.203562341	0.216216216	0.240963855	80	370	332	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term12  ?b   => ?a  term4  ?b	0.150127226	0.36196319	0.383116883	59	163	154	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term3  ?b   => ?a  term4  ?b	0.145038168	0.121535181	0.133489461	57	469	427	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term21  ?b   => ?a  term4  ?b	0.066157761	0.17218543	0.195488722	26	151	133	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term14  ?b   => ?a  term4  ?b	0.027989822	0.35483871	0.379310345	11	31	29	?a	0.0	0.0	0.0
?a  term0  ?f  ?f  term25  ?b   => ?a  term4  ?b	0.012722646	0.555555556	0.555555556	5	9	9	?a	0.0	0.0	0.0
?a  term17  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.175572519	0.108661417	0.12	69	635	575	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term17  ?f   => ?a  term4  ?b	0.307888041	0.175362319	0.193290735	121	690	626	?a	0.0	0.0	0.0
?f  term11  ?b  ?a  term17  ?f   => ?a  term4  ?b	0.282442748	0.110009911	0.122787611	111	1009	904	?a	0.0	0.0	0.0
?f  term10  ?b  ?a  term17  ?f   => ?a  term4  ?b	0.147582697	0.092063492	0.100172712	58	630	579	?a	0.0	0.0	0.0
?a  term17  ?f  ?f  term2  ?b   => ?a  term4  ?b	0.122137405	0.170818505	0.181132075	48	281	265	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term17  ?f   => ?a  term4  ?b	0.134860051	0.190647482	0.224576271	53	278	236	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term17  ?b   => ?a  term4  ?b	0.330788804	0.171052632	0.190895742	130	760	681	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term20  ?b   => ?a  term4  ?b	0.24173028	0.190763052	0.209713024	95	498	453	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term3  ?b   => ?a  term4  ?b	0.264631043	0.134366925	0.145862553	104	774	713	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term21  ?b   => ?a  term4  ?b	0.119592875	0.151612903	0.166666667	47	310	282	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term13  ?b   => ?a  term4  ?b	0.155216285	0.1367713	0.150246305	61	446	406	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term14  ?b   => ?a  term4  ?b	0.061068702	0.258064516	0.282352941	24	93	85	?a	0.0	0.0	0.0
?a  term1  ?f  ?f  term12  ?b   => ?a  term4  ?b	0.109414758	0.149825784	0.164750958	43	287	261	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term13  ?f   => ?a  term4  ?b	0.284987277	0.159771755	0.189509306	112	701	591	?a	0.0	0.0	0.0
?a  term13  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.223918575	0.128093159	0.149152542	88	687	590	?a	0.0	0.0	0.0
?f  term10  ?b  ?a  term13  ?f   => ?a  term4  ?b	0.157760814	0.093797277	0.108581436	62	661	571	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term13  ?f   => ?a  term4  ?b	0.152671756	0.169014085	0.211267606	60	355	284	?a	0.0	0.0	0.0
?a  term13  ?f  ?f  term2  ?b   => ?a  term4  ?b	0.081424936	0.107744108	0.133891213	32	297	239	?a	0.0	0.0	0.0
?a  term3  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.167938931	0.145695364	0.180327869	66	453	366	?a	0.0	0.0	0.0
?f  term11  ?b  ?a  term3  ?f   => ?a  term4  ?b	0.399491094	0.153620352	0.176602925	157	1022	889	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term3  ?f   => ?a  term4  ?b	0.160305344	0.11013986	0.139072848	63	572	453	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term3  ?f   => ?a  term4  ?b	0.142493639	0.126984127	0.161849711	56	441	346	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term12  ?f   => ?a  term4  ?b	0.231552163	0.27245509	0.295454545	91	334	308	?a	0.0	0.0	0.0
?a  term12  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.155216285	0.132034632	0.143867925	61	462	424	?a	0.0	0.0	0.0
?a  term12  ?f  ?f  term2  ?b   => ?a  term4  ?b	0.134860051	0.21031746	0.242009132	53	252	219	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term12  ?f   => ?a  term4  ?b	0.145038168	0.153638814	0.174311927	57	371	327	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term20  ?f   => ?a  term4  ?b	0.218829517	0.377192982	0.398148148	86	228	216	?a	0.0	0.0	0.0
?f  term11  ?b  ?a  term20  ?f   => ?a  term4  ?b	0.218829517	0.128742515	0.138709677	86	668	620	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term20  ?f   => ?a  term4  ?b	0.167938931	0.159036145	0.170103093	66	415	388	?a	0.0	0.0	0.0
?a  term20  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.13740458	0.140992167	0.146341463	54	383	369	?a	0.0	0.0	0.0
?f  term10  ?b  ?a  term20  ?f   => ?a  term4  ?b	0.129770992	0.127182045	0.134210526	51	401	380	?a	0.0	0.0	0.0
?f  term1  ?b  ?a  term25  ?f   => ?a  term4  ?b	0.027989822	0.611111111	0.611111111	11	18	18	?a	0.0	0.0	0.0
?f  term2  ?b  ?a  term20  ?f   => ?a  term4  ?b	0.099236641	0.126213592	0.14028777	39	309	278	?a	0.0	0.0	0.0
?a  term25  ?f  ?f  term9  ?b   => ?a  term4  ?b	0.010178117	0.181818182	0.181818182	4	22	22	?a	0.0	0.0	0.0
?f  term16  ?b  ?a  term22  ?f   => ?a  term4  ?b	0.221374046	0.115537849	0.134052388	87	753	649	?a	0.0	0.0	0.0
?a  term22  ?f  ?f  term8  ?b   => ?a  term4  ?b	0.147582697	0.107806691	0.126086957	58	538	460	?a	0.0	0.0	0.0
?a  term22  ?f  ?f  term7  ?b   => ?a  term4  ?b	0.1043257	0.089324619	0.105128205	41	459	390	?a	0.0	0.0	0.0
?f  term19  ?b  ?a  term22  ?f   => ?a  term4  ?b	0.010178117	0.666666667	0.8	4	6	5	?a	0.0	0.0	0.0
?f  term0  ?b  ?a  term14  ?f   => ?a  term4  ?b	0.022900763	0.257142857	0.264705882	9	35	34	?a	0.0	0.0	0.0
?f  term13  ?b  ?a  term2  ?f   => ?a  term4  ?b	0.114503817	0.115979381	0.138888889	45	388	324	?a	0.0	0.0	0.0
?f  term17  ?b  ?a  term2  ?f   => ?a  term4  ?b	0.10178117	0.120845921	0.147058824	40	331	272	?a	0.0	0.0	0.0
?a  term2  ?f  ?f  term3  ?b   => ?a  term4  ?b	0.086513995	0.124542125	0.142857143	34	273	238	?a	0.0	0.0	0.0
?a  term2  ?f  ?f  term4  ?b   => ?a  term4  ?b	0.081424936	0.101265823	0.120300752	32	316	266	?a	0.0	0.0	0.0
